 Beginning EDF Schedular: 
 1923 Task 0 Completed 
 1924: Task executing 1
 1925: Task executing 1
 1926: Task executing 1
 1927: Task executing 0
 1927 Task 0 Completed 
 1928: Task executing 1
 1929: Task executing 1
 1930: Task executing 1
 1931: Task executing 0
 1931 Task 0 Completed 
 1932: Task executing 1
 1933: Task executing 1
 1934: Task executing 1
 1935: Task executing 0
 1935 Task 0 Completed 
 1936: Task executing 1
 1937: Task executing 1
 1938: Task executing 1
 1939: Task executing 0
 1939 Task 0 Completed 
 1940: Task executing 1
 1941: Task executing 1
 1942: Task executing 1
 1943: Task executing 0
 1943 Task 0 Completed 
 1944: Task executing 1
 1945: Task executing 1
 1946: Task executing 1
 1947: Task executing 0
 1947 Task 0 Completed 
 1948: Task executing 1
 1949: Task executing 1
 1950: Task executing 1
 1951: Task executing 0
 1951 Task 0 Completed 
 1952: Task executing 1
 1953: Task executing 1
 1954: Task executing 1
 1955: Task executing 0
 1955 Task 0 Completed 
 1956: Task executing 1
 1957: Task executing 1
 1958: Task executing 1
 1959: Task executing 0
 1959 Task 0 Completed 
 1960: Task executing 1
 1961: Task executing 1
 1962: Task executing 1
 1963: Task executing 0
 1963 Task 0 Completed 
 1964: Task executing 1
 1965: Task executing 1
 1966: Task executing 1
 1967: Task executing 0
 1967 Task 0 Completed 
 1968: Task executing 1
 1969: Task executing 1
 1970: Task executing 1
 1971: Task executing 0
 1971 Task 0 Completed 
 1972: Task executing 1
 1973: Task executing 1
 1974: Task executing 1
 1975: Task executing 0
 1975 Task 0 Completed 
 1976: Task executing 1
 1977: Task executing 1
 1978: Task executing 1
 1979: Task executing 0
 1979 Task 0 Completed 
 1980: Task executing 1
 1981: Task executing 1
 1982: Task executing 1
 1983: Task executing 0
 1983 Task 0 Completed 
 1984: Task executing 1
 1985: Task executing 1
 1986: Task executing 1
 1987: Task executing 0
 1987 Task 0 Completed 
 1988: Task executing 1
 1989: Task executing 1
 1990: Task executing 1
 1991: Task executing 0
 1991 Task 0 Completed 
 1992: Task executing 1
 1993: Task executing 1
 1994: Task executing 1
 1995: Task executing 0
 1995 Task 0 Completed 
 1996: Task executing 1
 1997: Task executing 1
 1998: Task executing 1
 1999: Task executing 0
 1999 Task 0 Completed 
 2000: Task executing 1
 2001: Task executing 1
 2002: Task executing 1
 2003: Task executing 0
 2003 Task 0 Completed 
 2004: Task executing 1
 2005: Task executing 1
 2006: Task executing 1
 2007: Task executing 0
 2007 Task 0 Completed 
 2008: Task executing 1
 2009: Task executing 1
 2010: Task executing 1
 2011: Task executing 0
 2011 Task 0 Completed 
 2012: Task executing 1
 2013: Task executing 1
 2014: Task executing 1
 2015: Task executing 0
 2015 Task 0 Completed 
 2016: Task executing 1
 2017: Task executing 1
 2018: Task executing 1
 2019: Task executing 0
 2019 Task 0 Completed 
 2020: Task executing 1
 2021: Task executing 1
 2022: Task executing 1
 2023: Task executing 0
 2023 Task 0 Completed 
 2024: Task executing 1
 2025: Task executing 1
 2026: Task executing 1
 2027: Task executing 0
 2027 Task 0 Completed 
 2028: Task executing 1
 2029: Task executing 1
 2030: Task executing 1
 2031: Task executing 0
 2031 Task 0 Completed 
 2032: Task executing 1
 2033: Task executing 1
 2034: Task executing 1
 2035: Task executing 0
 2035 Task 0 Completed 
 2036: Task executing 1
 2037: Task executing 1
 2038: Task executing 1
 2039: Task executing 0
 2039 Task 0 Completed 
 2040: Task executing 1
 2041: Task executing 1
 2042: Task executing 1
 2043: Task executing 0
 2043 Task 0 Completed 
 2044: Task executing 1
 2045: Task executing 1
 2046: Task executing 1
 2047: Task executing 0
 2047 Task 0 Completed 
 2048: Task executing 1
 2049: Task executing 1
 2050: Task executing 1
 2051: Task executing 0
 2051 Task 0 Completed 
 2052: Task executing 1
 2053: Task executing 1
 2054: Task executing 1
 2055: Task executing 0
 2055 Task 0 Completed 
 2056: Task executing 1
 2057: Task executing 1
 2058: Task executing 1
 2059: Task executing 0
 2059 Task 0 Completed 
 2060: Task executing 1
 2061: Task executing 1
 2062: Task executing 1
 2063: Task executing 0
 2063 Task 0 Completed 
 2064: Task executing 1
 2065: Task executing 1
 2066: Task executing 1
 2067: Task executing 0
 2067 Task 0 Completed 
 2068: Task executing 1
 2069: Task executing 1
 2070: Task executing 1
 2071: Task executing 0
 2071 Task 0 Completed 
 2072: Task executing 1
 2073: Task executing 1
 2074: Task executing 1
 2075: Task executing 0
 2075 Task 0 Completed 
 2076: Task executing 1
 2077: Task executing 1
 2078: Task executing 1
 2079: Task executing 0
 2079 Task 0 Completed 
 2080: Task executing 1
 2081: Task executing 1
 2082: Task executing 1
 2083: Task executing 0
 2083 Task 0 Completed 
 2084: Task executing 1
 2085: Task executing 1
 2086: Task executing 1
 2087: Task executing 0
 2087 Task 0 Completed 
 2088: Task executing 1
 2089: Task executing 1
 2090: Task executing 1
 2091: Task executing 0
 2091 Task 0 Completed 
 2092: Task executing 1
 2093: Task executing 1
 2094: Task executing 1
 2095: Task executing 0
 2095 Task 0 Completed 
 2096: Task executing 1
 2097: Task executing 1
 2098: Task executing 1
 2099: Task executing 0
 2099 Task 0 Completed 
 2100: Task executing 1
 2101: Task executing 1
 2102: Task executing 1
 2103: Task executing 0
 2103 Task 0 Completed 
 2104: Task executing 1
 2105: Task executing 1
 2106: Task executing 1
 2107: Task executing 0
 2107 Task 0 Completed 
 2108: Task executing 1
 2109: Task executing 1
 2110: Task executing 1
 2111: Task executing 0
 2111 Task 0 Completed 
 2112: Task executing 1
 2113: Task executing 1
 2114: Task executing 1
 2115: Task executing 0
 2115 Task 0 Completed 
 2116: Task executing 1
 2117: Task executing 1
 2118: Task executing 1
 2119: Task executing 0
 2119 Task 0 Completed 
 2120: Task executing 1
 2121: Task executing 1
 2122: Task executing 1
 2123: Task executing 0
 2123 Task 0 Completed 
 2124: Task executing 1
 2125: Task executing 1
 2126: Task executing 1
 2127: Task executing 0
 2127 Task 0 Completed 
 2128: Task executing 1
 2129: Task executing 1
 2130: Task executing 1
 2131: Task executing 0
 2131 Task 0 Completed 
 2132: Task executing 1
 2133: Task executing 1
 2134: Task executing 1
 2135: Task executing 0
 2135 Task 0 Completed 
 2136: Task executing 1
 2137: Task executing 1
 2138: Task executing 1
 2139: Task executing 0
 2139 Task 0 Completed 
 2140: Task executing 1
 2141: Task executing 1
 2142: Task executing 1
 2143: Task executing 0
 2143 Task 0 Completed 
 2144: Task executing 1
 2145: Task executing 1
 2146: Task executing 1
 2147: Task executing 0
 2147 Task 0 Completed 
 2148: Task executing 1
 2149: Task executing 1
 2150: Task executing 1
 2151: Task executing 0
 2151 Task 0 Completed 
 2152: Task executing 1
 2153: Task executing 1
 2154: Task executing 1
 2155: Task executing 0
 2155 Task 0 Completed 
 2156: Task executing 1
 2157: Task executing 1
 2158: Task executing 1
 2159: Task executing 0
 2159 Task 0 Completed 
 2160: Task executing 1
 2161: Task executing 1
 2162: Task executing 1
 2163: Task executing 0
 2163 Task 0 Completed 
 2164: Task executing 1
 2165: Task executing 1
 2166: Task executing 1
 2167: Task executing 0
 2167 Task 0 Completed 
 2168: Task executing 1
 2169: Task executing 1
 2170: Task executing 1
 2171: Task executing 0
 2171 Task 0 Completed 
 2172: Task executing 1
 2173: Task executing 1
 2174: Task executing 1
 2175: Task executing 0
 2175 Task 0 Completed 
 2176: Task executing 1
 2177: Task executing 1
 2178: Task executing 1
 2179: Task executing 0
 2179 Task 0 Completed 
 2180: Task executing 1
 2181: Task executing 1
 2182: Task executing 1
 2183: Task executing 0
 2183 Task 0 Completed 
 2184: Task executing 1
 2185: Task executing 1
 2186: Task executing 1
 2187: Task executing 0
 2187 Task 0 Completed 
 2188: Task executing 1
 2189: Task executing 1
 2190: Task executing 1
 2191: Task executing 0
 2191 Task 0 Completed 
 2192: Task executing 1
 2193: Task executing 1
 2194: Task executing 1
 2195: Task executing 0
 2195 Task 0 Completed 
 2196: Task executing 1
 2197: Task executing 1
 2198: Task executing 1
 2199: Task executing 0
 2199 Task 0 Completed 
 2200: Task executing 1
 2201: Task executing 1
 2202: Task executing 1
 2203: Task executing 0
 2203 Task 0 Completed 
 2204: Task executing 1
 2205: Task executing 1
 2206: Task executing 1
 2207: Task executing 0
 2207 Task 0 Completed 
 2208: Task executing 1
 2209: Task executing 1
 2210: Task executing 1
 2211: Task executing 0
 2211 Task 0 Completed 
 2212: Task executing 1
 2213: Task executing 1
 2214: Task executing 1
 2215: Task executing 0
 2215 Task 0 Completed 
 2216: Task executing 1
 2217: Task executing 1
 2218: Task executing 1
 2219: Task executing 0
 2219 Task 0 Completed 
 2220: Task executing 1
 2221: Task executing 1
 2222: Task executing 1
 2223: Task executing 0
 2223 Task 0 Completed 
 2224: Task executing 1
 2225: Task executing 1
 2226: Task executing 1
 2227: Task executing 0
 2227 Task 0 Completed 
 2228: Task executing 1
 2229: Task executing 1
 2230: Task executing 1
 2231: Task executing 0
 2231 Task 0 Completed 
 2232: Task executing 1
 2233: Task executing 1
 2234: Task executing 1
 2235: Task executing 0
 2235 Task 0 Completed 
 2236: Task executing 1
 2237: Task executing 1
 2238: Task executing 1
 2239: Task executing 0
 2239 Task 0 Completed 
 2240: Task executing 1
 2241: Task executing 1
 2242: Task executing 1
 2243: Task executing 0
 2243 Task 0 Completed 
 2244: Task executing 1
 2245: Task executing 1
 2246: Task executing 1
 2247: Task executing 0
 2247 Task 0 Completed 
 2248: Task executing 1
 2249: Task executing 1
 2250: Task executing 1
 2251: Task executing 0
 2251 Task 0 Completed 
 2252: Task executing 1
 2253: Task executing 1
 2254: Task executing 1
 2255: Task executing 0
 2255 Task 0 Completed 
 2256: Task executing 1
 2257: Task executing 1
 2258: Task executing 1
 2259: Task executing 0
 2259 Task 0 Completed 
 2260: Task executing 1
 2261: Task executing 1
 2262: Task executing 1
 2263: Task executing 0
 2263 Task 0 Completed 
 2264: Task executing 1
 2265: Task executing 1
 2266: Task executing 1
 2267: Task executing 0
 2267 Task 0 Completed 
 2268: Task executing 1
 2269: Task executing 1
 2270: Task executing 1
 2271: Task executing 0
 2271 Task 0 Completed 
 2272: Task executing 1
 2273: Task executing 1
 2274: Task executing 1
 2275: Task executing 0
 2275 Task 0 Completed 
 2276: Task executing 1
 2277: Task executing 1
 2278: Task executing 1
 2279: Task executing 0
 2279 Task 0 Completed 
 2280: Task executing 1
 2281: Task executing 1
 2282: Task executing 1
 2283: Task executing 0
 2283 Task 0 Completed 
 2284: Task executing 1
 2285: Task executing 1
 2286: Task executing 1
 2287: Task executing 0
 2287 Task 0 Completed 
 2288: Task executing 1
 2289: Task executing 1
 2290: Task executing 1
 2291: Task executing 0
 2291 Task 0 Completed 
 2292: Task executing 1
 2293: Task executing 1
 2294: Task executing 1
 2295: Task executing 0
 2295 Task 0 Completed 
 2296: Task executing 1
 2297: Task executing 1
 2298: Task executing 1
 2299: Task executing 0
 2299 Task 0 Completed 
 2300: Task executing 1
 2301: Task executing 1
 2302: Task executing 1
 2303: Task executing 0
 2303 Task 0 Completed 
 2304: Task executing 1
 2305: Task executing 1
 2306: Task executing 1
 2307: Task executing 0
 2307 Task 0 Completed 
 2308: Task executing 1
 2309: Task executing 1
 2310: Task executing 1
 2311: Task executing 0
 2311 Task 0 Completed 
 2312: Task executing 1
 2313: Task executing 1
 2314: Task executing 1
 2315: Task executing 0
 2315 Task 0 Completed 
 2316: Task executing 1
 2317: Task executing 1
 2318: Task executing 1
 2319: Task executing 0
 2319 Task 0 Completed 
 2320: Task executing 1
 2321: Task executing 1
 2322: Task executing 1
 2323: Task executing 0
 2323 Task 0 Completed 
 2324: Task executing 1
 2325: Task executing 1
 2326: Task executing 1
 2327: Task executing 0
 2327 Task 0 Completed 
 2328: Task executing 1
 2329: Task executing 1
 2330: Task executing 1
 2331: Task executing 0
 2331 Task 0 Completed 
 2332: Task executing 1
 2333: Task executing 1
 2334: Task executing 1
 2335: Task executing 0
 2335 Task 0 Completed 
 2336: Task executing 1
 2337: Task executing 1
 2338: Task executing 1
 2339: Task executing 0
 2339 Task 0 Completed 
 2340: Task executing 1
 2341: Task executing 1
 2342: Task executing 1
 2343: Task executing 0
 2343 Task 0 Completed 
 2344: Task executing 1
 2345: Task executing 1
 2346: Task executing 1
 2347: Task executing 0
 2347 Task 0 Completed 
 2348: Task executing 1
 2349: Task executing 1
 2350: Task executing 1
 2351: Task executing 0
 2351 Task 0 Completed 
 2352: Task executing 1
 2353: Task executing 1
 2354: Task executing 1
 2355: Task executing 0
 2355 Task 0 Completed 
 2356: Task executing 1
 2357: Task executing 1
 2358: Task executing 1
 2359: Task executing 0
 2359 Task 0 Completed 
 2360: Task executing 1
 2361: Task executing 1
 2362: Task executing 1
 2363: Task executing 0
 2363 Task 0 Completed 
 2364: Task executing 1
 2365: Task executing 1
 2366: Task executing 1
 2367: Task executing 0
 2367 Task 0 Completed 
 2368: Task executing 1
 2369: Task executing 1
 2370: Task executing 1
 2371: Task executing 0
 2371 Task 0 Completed 
 2372: Task executing 1
 2373: Task executing 1
 2374: Task executing 1
 2375: Task executing 0
 2375 Task 0 Completed 
 2376: Task executing 1
 2377: Task executing 1
 2378: Task executing 1
 2379: Task executing 0
 2379 Task 0 Completed 
 2380: Task executing 1
 2381: Task executing 1
 2382: Task executing 1
 2383: Task executing 0
 2383 Task 0 Completed 
 2384: Task executing 1
 2385: Task executing 1
 2386: Task executing 1
 2387: Task executing 0
 2387 Task 0 Completed 
 2388: Task executing 1
 2389: Task executing 1
 2390: Task executing 1
 2391: Task executing 0
 2391 Task 0 Completed 
 2392: Task executing 1
 2393: Task executing 1
 2394: Task executing 1
 2395: Task executing 0
 2395 Task 0 Completed 
 2396: Task executing 1
 2397: Task executing 1
 2398: Task executing 1
 2399: Task executing 0
 2399 Task 0 Completed 
 2400: Task executing 1
 2401: Task executing 1
 2402: Task executing 1
 2403: Task executing 0
 2403 Task 0 Completed 
 2404: Task executing 1
 2405: Task executing 1
 2406: Task executing 1
 2407: Task executing 0
 2407 Task 0 Completed 
 2408: Task executing 1
 2409: Task executing 1
 2410: Task executing 1
 2411: Task executing 0
 2411 Task 0 Completed 
 2412: Task executing 1
 2413: Task executing 1
 2414: Task executing 1
 2415: Task executing 0
 2415 Task 0 Completed 
 2416: Task executing 1
 2417: Task executing 1
 2418: Task executing 1
 2419: Task executing 0
 2419 Task 0 Completed 
 2420: Task executing 1
 2421: Task executing 1
 2422: Task executing 1
 2423: Task executing 0
 2423 Task 0 Completed 
 2424: Task executing 1
 2425: Task executing 1
 2426: Task executing 1
 2427: Task executing 0
 2427 Task 0 Completed 
 2428: Task executing 1
 2429: Task executing 1
 2430: Task executing 1
 2431: Task executing 0
 2431 Task 0 Completed 
 2432: Task executing 1
 2433: Task executing 1
 2434: Task executing 1
 2435: Task executing 0
 2435 Task 0 Completed 
 2436: Task executing 1
 2437: Task executing 1
 2438: Task executing 1
 2439: Task executing 0
 2439 Task 0 Completed 
 2440: Task executing 1
 2441: Task executing 1
 2442: Task executing 1
 2443: Task executing 0
 2443 Task 0 Completed 
 2444: Task executing 1
 2445: Task executing 1
 2446: Task executing 1
 2447: Task executing 0
 2447 Task 0 Completed 
 2448: Task executing 1
 2449: Task executing 1
 2450: Task executing 1
 2451: Task executing 0
 2451 Task 0 Completed 
 2452: Task executing 1
 2453: Task executing 1
 2454: Task executing 1
 2455: Task executing 0
 2455 Task 0 Completed 
 2456: Task executing 1
 2457: Task executing 1
